name_1,name_2,prediction,token_set_ratio,label,error
national education association,national cal cont association,False,True,0.0,False
chemically,chemcially chemicaly,True,False,1.0,False
nestle usa inc,austeel inc,False,False,0.0,False
sander sandy levin d,sander levin d,False,True,1.0,True
unnecessary,unnecesary unecessary uneccesary unneccesary unneccessary,True,False,1.0,False
paid,paide payed,True,False,1.0,False
recommending,reccomending reccommending recomending,True,False,1.0,False
carnivorous,carniverous,True,True,1.0,False
robert dold r,robert j dold r,True,True,1.0,False
bob gibbs r,pat lang d,False,False,0.0,False
sandia corporation,datatimes corporation,False,True,0.0,False
hieroglyphs,hieroglphs,True,True,1.0,False
lively,livley,True,True,1.0,False
united teachers association los angeles,uniondale teachers associations,True,False,0.0,True
larvae,lavae,True,True,1.0,False
poets and writers inc,senator bob bennett election committee,False,False,0.0,False
olin corp,totorica plumbing,False,False,0.0,False
liberty alliance,itel inc,False,False,0.0,False
crosby group inc,cbrl group inc,False,True,0.0,False
key club international,k c international,False,True,0.0,False
anne sophie dewalle,anne sophie dewalle vignion,True,True,1.0,False
ami bera d,doug ose r,False,False,0.0,False
imitate,immitate,True,True,1.0,False
historians,historicians hsitorians,True,False,1.0,False
belo,bail house,True,False,0.0,True
commercial,commerical commericial,True,False,1.0,False
day enterprises,drh enterprises,False,True,0.0,False
illinois arts alliance,political housing club of northern kentucky,False,False,0.0,False
lincoln national corporation,omnics international corporation,False,False,0.0,False
national food processors association,national food processors associati,False,True,1.0,True
ann mclane kuster d,annie custer d,True,False,1.0,False
rigorous,rigourous,True,True,1.0,False
apparent,apparant aparent,True,False,1.0,False
contribute,contibute,True,True,1.0,False
incredible,incredable increadible,True,False,1.0,False
cox enterprises inc,dcl enterprises inc,False,True,0.0,False
embarrass,embarras embarass,True,False,1.0,False
irene cheng,l irene cheng,True,True,1.0,False
randall m randy hultgren r,randy hultgren r,True,True,1.0,False
cox enterprises inc,botruc enterprises inc,False,True,0.0,False
alma adams d,thomas mills d,False,False,0.0,False
california chamber of commerce,california black chamber of commerce,False,True,0.0,False
resurrect,ressurect,True,True,1.0,False
subcategory,subcatagory,True,True,1.0,False
commemorating,commemmorating,True,True,1.0,False
respectively,respectivly repectively repsectively,True,False,1.0,False
li zhu zhou,lizhu zhou,True,True,1.0,False
tig insurance company,surgan company inc,False,True,0.0,False
playboy enterprises inc,bedolla enterprises inc,False,True,0.0,False
playboy enterprises inc,polaris enterprises inc,False,True,0.0,False
international womens health organizations,national asian womens health organization,False,True,0.0,False
reliant energy,energy reclamation,False,False,0.0,False
criticisms,critisisms,True,True,1.0,False
sbc communications inc,cable communications inc,False,True,0.0,False
aca international,palace international,False,True,0.0,False
sounds,soudns,True,True,1.0,False
resistant,resistent,True,True,1.0,False
tig insurance company,auto insurance inc,False,False,0.0,False
succeeded,suceeded succeded succedded succceeded,True,False,1.0,False
altnet,trampler tony,False,False,0.0,False
guatemalan,guatamalan,True,True,1.0,False
southern national bank,frost national bank,False,True,0.0,False
geometers,geometricians,True,False,1.0,False
canon usa inc,nasco inc,False,False,0.0,False
american podiatric medical association,nevada podiatric medical association,False,True,0.0,False
abortifacient,abortificant,True,True,1.0,False
comedy central,conley cmte,True,False,0.0,True
heaviest,haviest,True,True,1.0,False
educational resource center,hwanghaedo association of greater washington,False,False,0.0,False
aloha airlines inc,aerial holdings inc,False,False,0.0,False
texas association of school boards,nebraska association of school boards,False,True,0.0,False
laurel house,col albert neuhauser,False,False,0.0,False
e c m noyons,ed c m noyons,True,True,1.0,False
frontier,froniter,True,True,1.0,False
florida hospital association,florida psychological association,False,True,0.0,False
slate gorup,alston group,False,False,0.0,False
drake homes inc,aed inc,False,False,0.0,False
software associates inc,story associates inc,False,True,0.0,False
idaho bar association,harbin association,False,True,0.0,False
florida eduation association,caledonia education association,False,False,0.0,False
path associates,pma associates,True,True,0.0,True
caring,careing,True,True,1.0,False
mineral,minerial,True,True,1.0,False
rodale press inc,landscape growers inc,False,False,0.0,False
colonies,collonies,True,True,1.0,False
infiltrate,infilitrate,True,True,1.0,False
iris gaber,iris gaber rosenblum,True,True,1.0,False
omega communications inc,jaye communications inc,False,True,0.0,False
fundamental,fundametal,True,True,1.0,False
transferring,transfering,True,True,1.0,False
paul d tonko d,paul tonko d,True,True,1.0,False
muckleshoot indian tribe,indian tribe muckleshoot,False,True,0.0,False
janny leung,janny may yee leung,True,True,1.0,False
following,folowing follwoing,True,False,1.0,False
survivors for justice,savannah grande reception conf center,False,False,0.0,False
mci communications inc,capital communications inc,False,True,0.0,False
creative direct marketing international,condominiums at,True,False,0.0,True
national general corporation,tage inn corporation,False,False,0.0,False
commissioned,comisioned commisioned comissioned,True,False,1.0,False
pioneered,pinoneered,True,True,1.0,False
amer of michigan,home care of michigan,True,True,0.0,True
histocompatibility,histocompatability,True,True,1.0,False
atx communications inc,lmc communications inc,False,True,0.0,False
lethal,leathal,True,True,1.0,False
alabama press association,alabama beer association,False,True,0.0,False
deteriorated,deteoriated,True,True,1.0,False
godunov,godounov,True,True,1.0,False
american nuclear insurers,american natural resources,False,False,0.0,False
americna statistical association,american acists association,False,False,0.0,False
hd vest financial services,p d financial services,False,True,0.0,False
planned,planed,True,True,1.0,False
satellite,satelite sattelite,True,False,1.0,False
recurrence,recurrance reoccurrence,True,False,1.0,False
arkansas bankers association,kansas state bankers association,False,True,0.0,False
cytec industries inc,lctm industries inc,False,True,0.0,False
m r darafsheh,mohammad reza darafsheh,True,True,1.0,False
pollution,polution,True,True,1.0,False
statesman,stateman,True,True,1.0,False
sistine,sixtin,True,True,1.0,False
journal communications inc,nu way communications inc,False,True,0.0,False
pan american life insurance co,american aid life insurance co,False,True,0.0,False
day enterprises,zarda enterprises,False,True,0.0,False
teach for america inc,acramac inc,False,False,0.0,False
national council of engineering examiners,american consulting engineers council of new mexico,False,False,0.0,False
danners inc,res inc,False,False,0.0,False
electric industries association,electric gas industries association,False,True,0.0,False
michigan trial lawyers association,michigan trial lawyers assoc,True,True,1.0,False
victor santibanez,victor santibanez,True,True,1.0,False
aca international,iq data international inc,False,True,0.0,False
washington state medical association,washington state bail association,False,True,0.0,False
summary,sumary,True,True,1.0,False
idiosyncratic,ideosyncratic,True,True,1.0,False
atheism,athiesm,True,True,1.0,False
hearst cooperation,astech corporation,False,False,0.0,False
nelson l s da fonseca,nelson luis saldanha da fonseca,True,True,1.0,False
kraco enterprises inc,research proteins inc,False,False,0.0,False
enthusiastic,enthusiatic,True,True,1.0,False
millennial,millenial,True,True,1.0,False
walther electric company,lakey electric company,False,True,0.0,False
lucent technologies inc,neotic technologies inc,False,True,0.0,False
day enterprises,daka enterprises,False,True,0.0,False
david koes,david ryan koes,True,True,1.0,False
refrigeration,refridgeration,True,True,1.0,False
westlake transportation inc,best transportation inc,False,True,0.0,False
v a luchnikov,valeriy luchnikov,True,True,1.0,False
entergy corp,tire energy corp,False,True,0.0,False
swimming,swiming,True,True,1.0,False
djamel a zighed,djamel abdelkader zighed,True,True,1.0,False
john h breck inc,rebco inc,False,False,0.0,False
american catholic correctional chaplains association,national electrical contractors association ohio michigan chapter,False,False,0.0,False
necessities,neccessities,True,True,1.0,False
hepatitis c association,ohio acists association,False,False,0.0,False
nokia inc,oin inc,False,False,0.0,False
economy,eceonomy,True,True,1.0,False
hieroglyph,hieroglph,True,True,1.0,False
advertisements,advertisments,True,True,1.0,False
consecutive,consectutive,True,True,1.0,False
discovers,dicovers,True,True,1.0,False
texas wildlife association,westfall association,False,False,0.0,False
accidentally,accidently accidentaly,True,False,1.0,False
specialty research associates inc,applied research associates inc,False,True,0.0,False
diamonds,diamons,True,True,1.0,False
government finance officers association,mac neil harry,False,False,0.0,False
carnegie mellon,carnigie mellon carnagie mellon,True,False,1.0,False
marta c rosatelli,marta costa rosatelli,True,True,1.0,False
inheritance,inheritence,True,True,1.0,False
american civil liberties union fund of michigan,lopez and moorer trust,False,False,0.0,False
peerless importers inc,sel enterprises inc,False,False,0.0,False
organization,organiztion,True,True,1.0,False
schouten usa inc,us south inc,False,True,0.0,False
kiyoko f aoki,kiyoko f aoki kinoshita,True,True,1.0,False
ohio municipal league,oklahoma municipal league,False,True,0.0,False
relationship,relatiopnship,True,True,1.0,False
linnaean,linnaena,False,True,1.0,True
virginia association of chiefs of police,friends of jason woodruff,False,False,0.0,False
south dakota education association,southeast education association,False,True,0.0,False
miscellaneous,miscelaneous miscellanious miscellanous,True,False,1.0,False
manoeuvres,maneouvres,True,True,1.0,False
enhancement,enchancement,True,True,1.0,False
imbalance,inbalance,True,True,1.0,False
correspondent,corrispondant correspondant,True,False,1.0,False
beginnings,begginings,True,True,1.0,False
homart development co,thomas development co,False,True,0.0,False
dirk c mattfeld,dirk christian mattfeld,True,True,1.0,False
center for criminal justice,ca attorneys for criminal justice,True,True,0.0,True
interchangeably,interchangably,True,True,1.0,False
new yorker,wehner york,False,False,0.0,False
all india,palladia inc,False,False,0.0,False
embarrassing,embarassing embarrasing,True,False,1.0,False
new hampton inc,w b hampton inc,False,True,0.0,False
pegasus engineering inc,sea pac engineering inc,False,True,0.0,False
recognized,reconized,True,True,1.0,False
sepracor inc,sintra corp,False,False,0.0,False
syphilis,syphyllis,True,True,1.0,False
american financial services association,ga financial services association,False,True,0.0,False
latinojustice puerto rican legal defense and education fund inc,hays murrury caster llp,False,False,0.0,False
necessarily,neccesarily necesarily nessasarily neccessarily,True,False,1.0,False
marex international inc,haste international inc,False,True,0.0,False
exceedingly,exeedingly,True,True,1.0,False
ideologies,idealogies,True,True,1.0,False
facilitated,faciliated,True,True,1.0,False
pursuits,persuits,True,True,1.0,False
subsidiary,subsidary subsiduary,True,False,1.0,False
regards,regardes,True,True,1.0,False
natso inc,stancorp inc,False,False,0.0,False
genetics international,pts international inc,False,True,0.0,False
atlantic richfield,atlantic richfield coarco,False,True,1.0,True
authoritative,authoritive authorative,True,False,1.0,False
portrait,potrait portait,True,False,1.0,False
pronunciation,pronounciation,True,True,1.0,False
speech,speach sprech,True,False,1.0,False
bormans inc,mars inc,False,False,0.0,False
american railroads,assn of american railroads,False,True,0.0,False
dan burton r,todd rokita r,False,False,0.0,False
unwieldy,unweildly unwieldly,True,False,1.0,False
gc service company inc,a 1 service company inc,False,True,0.0,False
trafficked,trafficed,True,True,1.0,False
international association of scientific,international association of f,True,True,0.0,True
misdemeanor,misdemenor misdameanor,True,False,1.0,False
take,tkae,True,False,1.0,False
calendars,calenders,True,True,1.0,False
