name_1,name_2,prediction,token_set_ratio,label,error
credit lyonnais,norlite inc,0.0039197598,0.31,0.0,False
mischievous,mischievious,0.9866296,0.96,1.0,False
kraco enterprises inc,ranchwood enterprises inc,0.0059467326,0.87,0.0,False
military,miliraty,0.9993779,0.75,1.0,False
change to win,gnph two inc,0.0033222858,0.32,0.0,False
quit,quitted,0.8267403,0.73,1.0,False
sanhedrin,sanhedrim,0.99462324,0.89,1.0,False
menswork,albany frameworks,0.00023113748,0.48,0.0,False
california association of public hospitals,california association of hospital,0.53418964,0.89,0.0,True
eeoc,weber corp,9.1326554e-05,0.29,0.0,False
designed,dessigned,0.9960151,0.94,1.0,False
original,origional,0.9986746,0.94,1.0,False
guarantees,gaurentees,0.9841742,0.8,1.0,False
charles w boustany jr,charles boustany jr,0.503181,1.0,1.0,False
significantly,significently,0.99848413,0.92,1.0,False
unforgivable,unforgiveable,0.9964197,0.96,1.0,False
united fathers of america,christopher d higashi a professional corp,0.0007849947,0.36,0.0,False
recall,reacll,0.9997271,0.83,1.0,False
ideologies,idealogies,0.98397744,0.9,1.0,False
republic,repblic,0.99038494,0.93,1.0,False
environmental,enviormental,0.9931524,0.88,1.0,False
paraphernalia,paraphenalia,0.898377,0.96,1.0,False
pedro r falcone sampaio,pedro sampaio,0.92379504,1.0,1.0,False
passersby,passerbys,0.8644864,0.89,1.0,False
focal communications,falcon communications,0.043660507,0.88,0.0,False
available,avaliable,0.99984103,0.89,1.0,False
mary carmen jarur,mary carmen jarur munoz,0.8551547,1.0,1.0,False
gannett florida co,irongate land co,0.30018076,0.41,0.0,False
virginia beer wholesalers association,virginia wine wholesalers association,0.11814562,0.93,1.0,True
trey gowdy,jeff duncan,0.004979351,0.29,0.0,False
robert dold,robert j dold,0.9728983,1.0,1.0,False
pott industries inc,toni industries inc,0.008089853,0.85,0.0,False
himself,himselv,0.9951633,0.86,1.0,False
abro industries inc,anchor industries inc,0.06403556,0.85,0.0,False
national day labor organizing network,del buono stephen j,0.0011646176,0.21,0.0,False
patrick eugster,patrick th eugster,0.9874332,1.0,1.0,False
mathematically,mathmatically,0.9949204,0.96,1.0,False
center for training and careers inc,center for training careers,0.6269481,1.0,1.0,False
sbc communications inc,cable communications inc,4.5815566e-05,0.9,0.0,False
transform,tranform,0.99488366,0.94,1.0,False
individuals,indviduals,0.999039,0.95,1.0,False
scholarship,scholarhip,0.9978406,0.95,1.0,False
abro industries inc,bear industries inc,0.009919963,0.89,0.0,False
answered,anwsered,0.99994683,0.88,1.0,False
libya,lybia,0.97762376,0.6,1.0,False
equivalent,equivelent,0.99950916,0.9,1.0,False
national general corporation,tage inn corporation,0.024378005,0.71,0.0,False
home builders association of delaware,home builders association of salina,0.46479058,0.89,0.0,False
commissions,comisions,0.999716,0.9,1.0,False
discovering,dicovering,0.9961041,0.95,1.0,False
atlantic mutual insurance company,medical mutual insurance company,0.017911859,0.86,0.0,False
grazyna maria slusarczyk,grazyna slusarczyk,0.7782556,1.0,1.0,False
besieging,beseiging,0.99631554,0.89,1.0,False
efficient,effecient,0.99959594,0.89,1.0,False
consumer bankers association,insurance brokers association,0.021141319,0.77,0.0,False
disappearance,dissapearance,0.98942655,0.92,1.0,False
danek medical inc,ransdell medical inc,0.07019961,0.81,0.0,False
chris w clegg,christopher clegg,0.99652046,0.73,1.0,False
competitions,compeitions,0.99906015,0.96,1.0,False
against,aganist,0.9998599,0.86,1.0,False
wyoming education association,manitowoc education association,0.0034757063,0.84,0.0,False
south asian bar association of northern california,shandong association of southern california,0.07613902,0.77,0.0,False
national consumer finance association,tx consumer finance association,0.010079271,0.95,0.0,False
westlake transportation inc,csk transportation inc,5.1097137e-05,0.9,0.0,False
information,informtion,0.9886006,0.95,1.0,False
allege,alledge,0.99986833,0.92,1.0,False
tim walz,dan feehan,3.844463e-05,0.22,0.0,False
northwest airlines inc,northwest airlines inc,0.25823382,1.0,1.0,True
envitex realty corp,venture realty inc,0.0006676707,0.7,0.0,False
made corporation,combe incorporated,0.0011420192,0.53,0.0,False
ching yuh jan,gene eu jan,0.59672457,0.43,1.0,False
gamestop corp,agest corp,0.09691344,0.78,0.0,False
ids financial services inc,p d financial services,0.031117944,0.9,0.0,False
american dental hygienists association,maryland dental hygientists association,0.01797965,0.75,0.0,False
worsened,worstened,0.998879,0.94,1.0,False
rexam plc,prema llc,0.10876049,0.67,0.0,False
archaeologists,archaelogists,0.99808013,0.96,1.0,False
home builders association of connecticut,home builders association of tc,0.16679095,0.95,0.0,False
airport,aiport,0.9999932,0.92,1.0,False
cook county bar association,back country atv association,0.0015269383,0.84,0.0,False
component,componant,0.99989545,0.89,1.0,False
increased,inclreased,0.9997975,0.95,1.0,False
miguel delgado,miguel delgado calvo flores,0.9990608,1.0,1.0,False
amway corporation,nwm corporation,0.015942268,0.85,0.0,False
national association of counties,national association of steveie,0.23068981,0.86,0.0,False
commemorates,comemmorates,0.9926063,0.92,1.0,False
responsibility,responsability,0.990642,0.93,1.0,False
new hampshire education association,memphis education association,0.13927744,0.84,0.0,False
chickasaw nation,aka inc,0.023232508,0.35,0.0,False
their,theri,0.99886334,0.8,1.0,False
tom price,rob woodall,0.21982159,0.3,0.0,False
arizona newspapers association,iowa trappers association,0.025417928,0.76,0.0,False
bellwether,bellweather,0.9980199,0.95,1.0,False
a j dadej,arek dadej,0.9921624,0.74,1.0,False
charles e mcdowell,charlie mcdowell,0.97570574,0.88,1.0,False
through,thru,0.997457,0.73,1.0,False
anthropology,anthropolgy,0.9976054,0.96,1.0,False
exxon chemical patents inc,michael cann inc,0.00059492316,0.48,0.0,False
conjunction,conjuction,0.99740225,0.95,1.0,False
mauricio javier osorio galindo,mauricio osorio,0.9429138,1.0,1.0,False
illinois state bar association,illinois state fabricare association,0.062394056,0.93,0.0,False
day enterprises,doyle enterprises,0.037819672,0.88,0.0,False
colorado education association,ferndale education association,0.0020766014,0.82,0.0,False
mike pompeo,kevin yoder,0.020054454,0.45,0.0,False
john conyers jr,john conyers jr,0.99692994,1.0,1.0,False
nuclear,nucular,0.9953633,0.86,1.0,False
des action,cps education,0.34105104,0.43,0.0,False
victories,vitories,0.973089,0.94,1.0,False
instruments,instuments,0.9981778,0.95,1.0,False
american coatings association,california cattelmen s association,0.010628806,0.57,0.0,False
practical,practial,0.99358034,0.94,1.0,False
demographic,demographical,0.71459347,0.92,1.0,False
jorge e hernandez,jorge esteban hernandez hormazabal,0.9861908,0.94,1.0,False
hagit hel or,hagit zabrodsky,0.99097735,0.59,1.0,False
national royalty owners association,national notary association,0.14489238,0.85,0.0,False
equatorial,equitorial,0.999668,0.9,1.0,False
losing,loosing,0.9991884,0.92,1.0,False
university of connecticut,fee construction inc,9.753848e-06,0.31,0.0,False
amnesty international,northeast international,0.047683865,0.77,0.0,False
sheila jackson lee,sheila jackson lee,0.9689462,1.0,1.0,False
assassination,assasination,0.9722432,0.96,1.0,False
acknowledged,acknowldeged,0.9974079,0.92,1.0,False
occasional,occassional,0.99826115,0.95,1.0,False
competition,competitiion,0.997741,0.96,1.0,False
east slope taxpayers associationcut bank,texas bankers association pac state,0.06946672,0.67,0.0,False
david n cicilline,david cicilline,0.973277,1.0,1.0,False
associated general contractors of america,associated general contractors of nebraska,0.56169754,0.89,0.0,True
allied pilots association,castillo association llp,0.040576708,0.69,0.0,False
american optometric association,oregon optometric association,0.015459691,0.86,0.0,False
oregon petroleum marketers association,montana petroleum marketers association,0.06508869,0.9,0.0,False
robert aderholt,robert anderholt,0.9946547,0.97,1.0,False
strategies,stradegies,0.99916136,0.9,1.0,False
imation enterprises corp,iman enterprises inc,0.014882366,0.77,0.0,False
marcelo h ang,marcelo h ang jr,0.9343417,1.0,1.0,False
ralph m hall,ralph hall,0.99793243,1.0,1.0,False
officially,offically,0.9991125,0.95,1.0,False
american dental education association,tekamah herman education association,0.02787662,0.79,0.0,False
disappointed,dissappointed,0.96924293,0.96,1.0,False
peace officers research association of nevada,peace officers research association of ca,0.40408874,0.96,0.0,False
michigan trial lawyers association,michigan trial lawyers assoc,0.75147545,0.9,1.0,False
more,mroe,0.99980664,0.75,1.0,False
csx corporation,urs corporation,0.040962167,0.87,0.0,False
donlan enterprises inc,atl enterprises inc,0.0328054,0.88,0.0,False
vacuum,vaccum,0.9611401,0.83,1.0,False
michigan manufacturers association,louisiana manufacturers association,0.019095145,0.87,0.0,False
american association of christian schools,maryland association of christian schools,0.058847655,0.9,0.0,False
cintas corp,pros inc,0.00071132794,0.32,0.0,False
ensco international inc,casaor international inc,0.0017555108,0.85,0.0,False
architecture,archetecture,0.99980605,0.92,1.0,False
joe barton,ron wright,0.014562666,0.4,0.0,False
united employers,cf industries employees,0.0625441,0.62,0.0,False
project fastlane inc,atlas projects inc,2.9037936e-05,0.84,0.0,False
cambridge,cambrige,0.93529296,0.94,1.0,False
ensco international inc,sja international inc,0.0028755972,0.89,0.0,False
focal communications,ceo communications,0.030475965,0.88,0.0,False
stability,stablility,0.99747205,0.95,1.0,False
surreptitious,surreptious,0.99680406,0.92,1.0,False
care net,canyon enterprises,0.9146488,0.31,0.0,True
again,agian,0.9997217,0.8,1.0,False
b and w investments,band r investments inc,0.115080774,0.83,0.0,False
succeed,suceed,0.9995457,0.92,1.0,False
abuts,abutts,0.9999019,0.91,1.0,False
iko industries ltd,nor industries ltd,0.0056543,0.89,0.0,False
expatriate,expatriot,0.760526,0.84,1.0,False
detroit police officers association,inglewood police officers association,0.048975043,0.87,0.0,False
careful,carefull,0.9908183,0.93,1.0,False
indict,indite,0.95231056,0.83,1.0,False
boston legal assistance project,great plains asbestos control,0.4332256,0.33,0.0,False
awarded,awared,0.9993838,0.92,1.0,False
napco international inc,pacer international inc,0.048954275,0.87,0.0,False
proposition,propostion,0.9985046,0.95,1.0,False
new tribes mission,new tribles mission,0.8007473,0.97,1.0,False
captured,capturd,0.97397804,0.93,1.0,False
wanted,wnated,0.99856323,0.83,1.0,False
college art association,alcohol beverage association,0.003967021,0.75,0.0,False
acquitted,acquited,0.9998573,0.94,1.0,False
montana building industry association,north coast building industry association,0.36806887,0.88,0.0,False
alleged,aledged,0.9995367,0.86,1.0,False
national association of stu,retina association of st louis,0.09749822,0.7,0.0,False
martin farach,martin farach colton,0.926361,1.0,1.0,False
invitae corporation,cedant corporation,0.000105496954,0.76,0.0,False
up to,upto,0.9999261,0.44,1.0,False
battleship,cattleship,0.9990319,0.9,1.0,False
american communications association,arizona cable telecommunications association,0.073327474,0.81,0.0,False
north carolina police benevolent association,north carolina police benevolent ass,0.11836332,0.94,1.0,True
assemble,assemple,0.9885113,0.88,1.0,False
tig insurance company,gjem insurance company,0.025496539,0.89,0.0,False
dba international,aca international,0.06872999,0.88,0.0,False
posthumous,posthomous,0.99919087,0.9,1.0,False
regulators,regulaotrs,0.9948625,0.9,1.0,False
cove shipping inc,shepco paving inc,0.001305726,0.53,0.0,False
involvement,involvment,0.9985143,0.95,1.0,False
baker botts,baker botts llp,0.9879704,1.0,1.0,False
lutheran education association,logan education association,0.021732863,0.88,0.0,False
exerted,extered,0.99972117,0.86,1.0,False
alberto barbosa raposo,alberto raposo,0.7013882,1.0,1.0,False
millennium,milennium,0.99460524,0.95,1.0,False
niyazi kilic,niyazi zekiye kilic,0.9948205,1.0,1.0,False
unconstitutional,uncontitutional,0.9329176,0.97,1.0,False
oci international inc,epc international inc,0.0005199247,0.9,0.0,False
wayward,wayword,0.9926926,0.86,1.0,False
arvin industries inc,navarre industries inc,0.0018008316,0.82,0.0,False
securities industries association,securities industryassociatio,0.5855375,0.68,1.0,False
airport council international,auctions international inc,0.14712916,0.73,0.0,False
newell international,wellness international llc,0.120132364,0.79,0.0,False
imaginary,imagenary,0.9996404,0.89,1.0,False
discussed,dicussed,0.99973756,0.94,1.0,False
care net,cameron ent,0.96417993,0.63,0.0,True
distinguished,distingquished,0.99519527,0.96,1.0,False
tomatoes,tomatos,0.99813217,0.93,1.0,False
purchasing,puchasing,0.9940199,0.95,1.0,False
oklahoma state home builders association,northeast louisiana home builders association,0.0536002,0.77,0.0,False
brief,breif,0.9999859,0.8,1.0,False
depict,despict,0.99612176,0.92,1.0,False
allotted,alotted,0.9999622,0.93,1.0,False
conjecture,conjecutre,0.99978346,0.9,1.0,False
kraco enterprises inc,call enterprises inc,1.4990142e-05,0.86,0.0,False
connotations,cannotations,0.97095716,0.92,1.0,False
excel,excell,0.99987227,0.91,1.0,False
dial corporation,hydracoil incorporated,0.006793058,0.47,0.0,False
circuit,curcuit,0.99909306,0.86,1.0,False
palmer bedding co,imperial bedding co,0.45510775,0.78,0.0,False
utility workers union of america,utility workers union afl cio,0.60903794,0.84,0.0,True
american jewish committee philadelphia chapter,kho corp dba ohgane,0.00019652414,0.12,0.0,False
exploitative,exploititive,0.9990136,0.92,1.0,False
kansas legal services,kansas gas service,0.17809401,0.87,0.0,False
cal building industry association,calif building industry assn,0.38564804,0.85,1.0,True
guarantee,gaurentee,0.9981006,0.78,1.0,False
carlos m travieso,carlos manuel travieso gonzalez,0.8807823,0.94,1.0,False
kraco enterprises inc,comax enterprises inc,0.00020658768,0.86,0.0,False
response,reponse,0.9993199,0.93,1.0,False
beneficial,benificial,0.9954786,0.9,1.0,False
tom graves,doug collins,0.00046582593,0.27,0.0,False
university,univerity,0.99912065,0.95,1.0,False
atx communications inc,kanatsiz communications inc,0.011444102,0.9,0.0,False
jerrold nadler,jerold nadler,0.99521863,0.96,1.0,False
lci international inc,ric man international inc,0.00958128,0.89,0.0,False
lothringen,lotharingen,0.9940386,0.95,1.0,False
extradition,extradiction,0.9967322,0.96,1.0,False
atx communications inc,montoya communications inc,0.013602742,0.9,0.0,False
araceli sanchis de miguel,araceli sanchis,0.91559255,1.0,1.0,False
towards,towords,0.9961987,0.86,1.0,False
aggrieved,agrieved,0.9986615,0.94,1.0,False
genmar industries inc,n g industries inc,0.0019005085,0.88,0.0,False
omega sales inc,omega metals inc,0.70131695,0.84,0.0,True
home inc,center point mhc,7.439182e-05,0.33,0.0,False
dallas international bank,lasalle national bank,0.09196813,0.74,0.0,False
guatemala,guatamala,0.99974376,0.89,1.0,False
genmar industries inc,martin industries inc,0.0023155888,0.86,0.0,False
mariano angel montoni,mariano montoni,0.9615927,1.0,1.0,False
arkansas bar association,arkansas brewers association,0.049280837,0.91,0.0,False
armament,armamant,0.9998418,0.88,1.0,False
ensco international inc,colliers international inc,0.34713787,0.85,0.0,False
debatable,debateable,0.999676,0.95,1.0,False
partially,partialy,0.99302906,0.94,1.0,False
american institute of planners,american institute ofs,0.2390301,0.9,0.0,False
buckeye association of school administrators,pontiac association of school administrators,0.041491996,0.9,0.0,False
corresponded,corrisponded,0.9986282,0.92,1.0,False
gwen graham,rob lapham,0.68870026,0.48,0.0,True
some,soem,0.99920416,0.75,1.0,False
oregon restaurant association,georgia restaurant association,0.0006372243,0.88,0.0,False
center for claims resolution,southeastern commerical flooring inc,0.009512237,0.22,0.0,False
acceptable,acceptible,0.9979266,0.9,1.0,False
describe,decribe,0.9886156,0.93,1.0,False
remembrance,remembrence,0.9990399,0.91,1.0,False
the,tghe,0.70689607,0.86,1.0,False
apology,appology,0.99997175,0.93,1.0,False
resident,recident,0.9964494,0.88,1.0,False
asphyxiation,asphyxation,0.9938512,0.96,1.0,False
washington post co,washington st copps,0.37424585,0.86,0.0,False
correspondent,correspondant,0.98965997,0.92,1.0,False
hydrophile,hydropile,0.9907649,0.95,1.0,False
presumably,presumabely,0.9937691,0.95,1.0,False
civilian,civillian,0.999564,0.94,1.0,False
propaganda,propoganda,0.99453586,0.9,1.0,False
viacom international inc,crm international inc,3.088141e-05,0.89,0.0,False
alcoholic,alcholic,0.9939653,0.94,1.0,False
dale kildee,dan kildee,0.99776655,0.86,0.0,True
foremost,formost,0.9999282,0.93,1.0,False
stb enterprises inc,jth enterprises inc,0.00033564182,0.89,0.0,False
phe inc,petrovich inc,0.0006531124,0.6,0.0,False
connived,conived,0.9999616,0.93,1.0,False
intervene,intevene,0.99986047,0.94,1.0,False
flight,glight,0.99999225,0.83,1.0,False
marex international inc,haste international inc,0.022754818,0.87,0.0,False
college art association,oak tree association,0.002144156,0.74,0.0,False
bankruptcy,bankrupcy,0.99863183,0.95,1.0,False
marin conservation league,nevada conservation league,0.023633115,0.86,0.0,False
charles gillan,charles j gillan,0.9659795,1.0,1.0,False
american society of plastic and reconstructive surgeons,american society of plastic reconstructive surgeons,0.9387537,1.0,1.0,False
restricted,resticted,0.9996923,0.95,1.0,False
inability,inablility,0.9988722,0.95,1.0,False
eventually,eventualy,0.9991622,0.95,1.0,False
francisco j cantu,francisco j cantu ortiz,0.8352611,1.0,1.0,False
unlocking autism,kamin consulting,0.0004345611,0.31,0.0,False
lan chile,siena llc,0.05876574,0.44,0.0,False
cassowary,cassowarry,0.99856615,0.95,1.0,False
oci international inc,crm international inc,0.0003571439,0.9,0.0,False
veracyte inc,veract inc,0.40527007,0.91,0.0,False
sunrise terrace inc,erie insurance,8.0570135e-05,0.48,0.0,False
unsuccessfully,unsucesfuly,0.99487853,0.88,1.0,False
cintas corp,arcos inc,0.0011242486,0.4,0.0,False
united cerebral palsy of new york city inc,martin susan lund farming co,0.00028294252,0.31,0.0,False
aclu of ohio,wilco of houma,0.016401201,0.46,0.0,False
very,vyer,0.9999832,0.75,1.0,False
macon news,jamestown inc,0.05039717,0.26,0.0,False
against,againnst,0.9998142,0.93,1.0,False
netchoice,techcon,0.16969356,0.5,0.0,False
ashish choudhary,ashish choudhury,0.8688975,0.94,1.0,False
received from,receivedfrom,0.9964494,0.64,1.0,False
dispensed,dispenced,0.9986031,0.89,1.0,False
enlargements,enlargments,0.9982227,0.96,1.0,False
missouri bankers association,missouri mkters association,0.13179553,0.91,0.0,False
j d tygar,j doug tygar,0.9922936,0.88,1.0,False
service employees international union local no 79,service employees international union,0.37853873,1.0,0.0,False
siege,seige,0.99992627,0.8,1.0,False
parallelly,parrallelly,0.98838735,0.95,1.0,False
ingenious,ingenius,0.9988725,0.94,1.0,False
mfa central cooperative,performance title co,0.015074044,0.42,0.0,False
experienced,experianced,0.9998267,0.91,1.0,False
libel,libell,0.9990243,0.91,1.0,False
alachua county democratic womens club,buchanan county democratic womens club,0.47557017,0.88,0.0,False
alcohol,alcohal,0.97185695,0.86,1.0,False
christine largeron,christine largeron leteno,0.822378,1.0,1.0,False
professional services council,coast professional service,0.0059345816,0.84,0.0,False
loneliness,lonelyness,0.99633837,0.9,1.0,False
carlisle corporation,isabella corporation,0.012236901,0.75,0.0,False
announced,anounced,0.9998591,0.94,1.0,False
cintas corp,praxsoft inc,0.0017515736,0.26,0.0,False
collateral,colateral,0.9980308,0.95,1.0,False
fiercely,fiercly,0.99922353,0.93,1.0,False
species,speices,0.99980235,0.86,1.0,False
dell inc,lalande inc,0.00066476973,0.63,0.0,False
arizona education association,manatee education association,0.00067348446,0.86,0.0,False
meaning,meaninng,0.9958842,0.93,1.0,False
vinhthuy phan,vinhthuy t phan,0.9826182,1.0,1.0,False
charmer industries inc,carbone industries inc,0.03926456,0.86,0.0,False
american health care association,american physical therapy association,0.03436286,0.78,0.0,False
anarchism,anarchistm,0.99452245,0.95,1.0,False
irreplaceable,irreplacable,0.99970657,0.96,1.0,False
agilent technologies inc,material technologies inc,0.0038934432,0.82,0.0,False
recommending,recomending,0.99871254,0.96,1.0,False
psychic,psyhic,0.99428695,0.92,1.0,False
genformatic llc,omnitrac llc,0.03558838,0.59,0.0,False
squaxin island tribe of the squaxin island reservation,nilsen detective agency inc,0.0035972155,0.15,0.0,False
p m melliar smith,p michael melliar smith,0.9737259,0.94,1.0,False
friend,freind,0.99929655,0.83,1.0,False
aca international,act international,0.026211405,0.94,0.0,False
california dui lawyers association,california new dealers association,0.05426518,0.82,0.0,False
kleenex,klenex,0.99973136,0.92,1.0,False
scenic hudson inc,second housing co inc,0.032297317,0.47,0.0,False
eliminating,eleminating,0.99926335,0.91,1.0,False
silbond corporation,mobil corporation,0.009893673,0.79,0.0,False
wallbuilders inc,wells builders inc,0.030889286,0.71,0.0,False
mci communications inc,ams communications inc,0.00035974674,0.91,0.0,False
that,thyat,0.9986568,0.89,1.0,False
american heart association,maine health care association,0.0048750546,0.69,0.0,False
ursula lobbert passing,ursula passing,0.6474612,1.0,1.0,False
chris burges,christopher j c burges,0.99683833,0.71,1.0,False
missouri national education association,kansas national education association,0.0027849916,0.9,0.0,False
michigan education association,virginia education association,0.0028100275,0.83,0.0,False
facilitated,faciliated,0.9994513,0.95,1.0,False
being,beng,0.99966073,0.89,1.0,False
a c scott,andrew c scott,0.9621748,0.88,1.0,False
shortly,shorly,0.99998736,0.92,1.0,False
available,availible,0.9997318,0.89,1.0,False
philippines,phillipines,0.9951621,0.91,1.0,False
laws at work,w,0.05836463,0.15,0.0,False
during,duting,0.9999662,0.83,1.0,False
harassed,harased,0.9990819,0.93,1.0,False
marlin a stutzman,marlin stutzman,0.8017883,1.0,1.0,False
lincoln institute,rincon institute,0.18549865,0.91,0.0,False
amendment,ammendment,0.99631673,0.95,1.0,False
unpleasant,unplesant,0.9980892,0.95,1.0,False
bureaucracy,beaurocracy,0.66033936,0.82,1.0,False
focal communications,xo communications llc,0.00034018536,0.82,0.0,False
municipalities,muncipalities,0.99605507,0.96,1.0,False
texas press association,texas bankers associatio,0.1177319,0.81,0.0,False
jim jordan,jim slone,0.2442603,0.63,0.0,False
children,childen,0.94002116,0.93,1.0,False
supply,suppy,0.9999938,0.91,1.0,False
catholic community services,realtec community services inc,0.009325833,0.81,0.0,False
philosophical,philisophical,0.9808906,0.92,1.0,False
suicide,sucide,0.99933714,0.92,1.0,False
international chamber of commerce,american international chamber of commerce,0.00064942986,1.0,0.0,False
naturally,naturually,0.99685246,0.95,1.0,False
javier bravo,javier bravo agapito,0.99033874,1.0,1.0,False
b and b office supply inc,bob dean supply inc,0.017771648,0.69,0.0,False
familiar,familliar,0.99908483,0.94,1.0,False
grammatically,gramatically,0.9988049,0.96,1.0,False
better government association,me government association,0.024528986,0.94,0.0,False
gte corp,ge corporate,0.03327716,0.7,0.0,False
strasburger price,strasburger price llp,0.70548147,1.0,1.0,False
stb enterprises inc,bush enterprises inc,4.609178e-05,0.88,0.0,False
sprint corp,julien enteprise corp,0.056950264,0.56,0.0,False
petition,petetion,0.9972962,0.88,1.0,False
sophomore,sophmore,0.99938935,0.94,1.0,False
cartilage,cartilege,0.99968386,0.89,1.0,False
succeeds,succeds,0.99930394,0.93,1.0,False
colorado public defender system,rodney bluestone medical corp,0.015319965,0.27,0.0,False
waste management inc,waste management na,0.85969114,0.92,1.0,False
merchandise,mechandise,0.9853432,0.95,1.0,False
frank y shih,frank yeong chyang shih,0.99895704,0.91,1.0,False
homart development co,hartland development co,0.020566529,0.86,0.0,False
muckleshoot indian tribe,indian tribe muckleshoot,0.081862874,1.0,0.0,False
successor,sucessot,0.9967333,0.82,1.0,False
peter sapaty,peter simon sapaty,0.994768,1.0,1.0,False
ids financial services inc,pnc financial services,0.010369126,0.9,0.0,False
perspective,prespective,0.9853017,0.91,1.0,False
resembled,ressembled,0.9993481,0.95,1.0,False
precise,precice,0.9829292,0.86,1.0,False
supposes,suposes,0.99993086,0.93,1.0,False
prudential insurance company of america,prudential insurance co of america,0.67240435,0.95,1.0,False
union memorial hosp,omni means,0.16322477,0.34,0.0,False
aside,asside,0.99952686,0.91,1.0,False
equivalent,equialent,0.99965155,0.95,1.0,False
radioactive,radiactive,0.9995732,0.95,1.0,False
transafrica,tara farms inc,0.00049191824,0.24,0.0,False
f keith hanna,keith hanna,0.45487186,1.0,1.0,True
atx communications inc,lextel communications inc,0.0069381157,0.9,0.0,False
chandrasekar sankaran,chandy sankaran,0.73262393,0.78,1.0,False
introduced,intruduced,0.99989754,0.9,1.0,False
railwatch,catrala hawaii,0.00434712,0.43,0.0,False
stb enterprises inc,st john enterprises inc,0.026274461,0.88,0.0,False
richard l hanna,richard hanna,0.99790895,1.0,1.0,False
intermedics inc,tendrics inc,0.017816175,0.74,0.0,False
prairie,prarie,0.9999176,0.92,1.0,False
accommodate,accomodate,0.9988728,0.95,1.0,False
arnold porter,rooter of portland,0.072070956,0.52,0.0,False
james p jim moran jr,jim moran,0.6170752,1.0,1.0,False
oak industries inc,rokaitis industries inc,0.0006346239,0.88,0.0,False
definitely,definetly,0.99972785,0.84,1.0,False
infiltration,infilitration,0.98602176,0.96,1.0,False
aircraft,airrcraft,0.9967447,0.94,1.0,False
electronic arts,curico rentals,0.22166696,0.21,0.0,False
micron technology inc,oil technology inc,0.07370261,0.88,0.0,False
nebraska cable communications association,minnesota cable communications association,0.0359667,0.88,0.0,False
inco ltd,todd inc,0.052244127,0.62,0.0,False
fighting,fightings,0.85799,0.94,1.0,False
western bancorporation,nextran corporation,0.0037922899,0.78,0.0,False
referenced,refereneced,0.9998042,0.95,1.0,False
running,runing,0.99991953,0.92,1.0,False
american society of magazine photographers,rebecca sitterly llc,0.00020369599,0.13,0.0,False
maintenance,maintainence,0.9983933,0.78,1.0,False
either,eiter,0.9999634,0.91,1.0,False
voices in action inc,kinder livestock auction inc,0.030433852,0.71,0.0,False
abandoned,abondoned,0.99091107,0.89,1.0,False
appearance,apprearance,0.99947584,0.95,1.0,False
michigan manufacturers association,virginia manufacturers assocation,0.02442114,0.84,0.0,False
publisher,publiaher,0.99927104,0.89,1.0,False
professor,professer,0.9842584,0.89,1.0,False
early,eearly,0.9994573,0.91,1.0,False
darden restaurants,veras restaurants,0.006259403,0.79,0.0,False
assassination,assosication,0.87033534,0.8,1.0,False
guttural,guttaral,0.99944836,0.88,1.0,False
worrell enterprises inc,melluso enterprises inc,0.00056558824,0.83,0.0,False
peerless importers inc,sel enterprises inc,0.10154835,0.54,0.0,False
verification,verfication,0.99166614,0.96,1.0,False
american club,ncl america,0.10942145,0.83,0.0,False
nebraska school activities association,seiv local 74,8.100695e-06,0.12,0.0,False
within,withing,0.9974512,0.92,1.0,False
article,articel,0.9995614,0.86,1.0,False
quickly,quicklyu,0.9972375,0.93,1.0,False
s v n vishwanathan,vishy vishwanathan,0.69820744,0.8,1.0,False
philippines,philipines,0.99619526,0.95,1.0,False
marubeni america corporation,sun america corporation,0.0025168424,0.9,0.0,False
lumial indian tribe,nisqually indian tribe,0.19624405,0.78,0.0,False
foundry,foundary,0.99937695,0.93,1.0,False
portuguese,portuguease,0.9980709,0.95,1.0,False
mcmaster communications inc,ajs communications inc,0.00035840878,0.9,0.0,False
jerry lewis,gregg imus,0.028443042,0.38,0.0,False
shell oil co,bejoc holdings llc,0.00032756993,0.33,0.0,False
sergeant,sergent,0.9971154,0.93,1.0,False
analytic,analitic,0.9997758,0.88,1.0,False
describe,discribe,0.9948678,0.88,1.0,False
journalism education association,morenci education association,0.019874174,0.85,0.0,False
universities,univeristies,0.9876451,0.92,1.0,False
annulled,annuled,0.9999107,0.93,1.0,False
maria pinto,maria pinto,0.9907966,1.0,1.0,False
apple computer inc,elra inc,0.0029042691,0.55,0.0,False
before,befoer,0.992669,0.83,1.0,False
fraternal order of police,fraternal order of police lodge 5,0.7452276,1.0,0.0,True
irrelevant,irrelevent,0.99818707,0.9,1.0,False
dslnet communications llc,lextel communications inc,0.011777371,0.76,0.0,False
michigan legal services inc,america mining services llc,5.518734e-05,0.7,0.0,False
jose luis sierra,jose luis sierra rodriguez,0.8807288,1.0,1.0,False
disintegration,desintegration,0.86763555,0.93,1.0,False
carpenters union local 1040,carpenters union local 22,0.1894597,0.94,0.0,False
tom latham,david young,1.01677e-05,0.29,0.0,False
rob wittman,david brat,5.4278913e-05,0.29,0.0,False
calculate,caluculate,0.9994257,0.95,1.0,False
corrosion,corosion,0.9999706,0.94,1.0,False
king world productions inc,lori k productions inc,0.10772328,0.83,0.0,False
